timestamp,tool,target,source,type,properties_json
2026-05-13T09:40:52.153628798Z,gau,https://example.com/docs/2,gau,discovery,"{""history_url"":""https://example.com/docs/2""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/alerts/webhook,gau,discovery,"{""history_url"":""https://example.com/alerts/webhook""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/dst,gau,discovery,"{""history_url"":""https://example.com/dst""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/log,gau,discovery,"{""history_url"":""https://example.com/log""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/news/2024/,gau,discovery,"{""history_url"":""https://example.com/news/2024/""}"
2026-05-13T09:40:52.153628798Z,gau,https://aegis.example.com/v1/templates/,gau,discovery,"{""history_url"":""https://aegis.example.com/v1/templates/""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/private/,gau,discovery,"{""history_url"":""https://example.com/private/""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/article.md,gau,discovery,"{""history_url"":""https://example.com/article.md""}"
2026-05-13T09:40:52.153628798Z,gau,https://your-web.example.com,gau,discovery,"{""history_url"":""https://your-web.example.com""}"
2026-05-13T09:40:52.153628798Z,gau,https://your-api.example.com,gau,discovery,"{""history_url"":""https://your-api.example.com""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/api/data,gau,discovery,"{""history_url"":""https://example.com/api/data""}"
2026-05-13T09:40:52.153628798Z,gau,https://api.example.com/api/v1,gau,discovery,"{""history_url"":""https://api.example.com/api/v1""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/script,gau,discovery,"{""history_url"":""http://example.com/script""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/t/clk,gau,discovery,"{""history_url"":""http://example.com/t/clk""}"
2026-05-13T09:40:52.153628798Z,gau,https://imbi.example.com,gau,discovery,"{""history_url"":""https://imbi.example.com""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/x.,gau,discovery,"{""history_url"":""https://example.com/x.""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/api/specific,gau,discovery,"{""history_url"":""https://example.com/api/specific""}"
2026-05-13T09:40:52.153628798Z,gau,https://www.example.com/wp,gau,discovery,"{""history_url"":""https://www.example.com/wp""}"
2026-05-13T09:40:52.153628798Z,gau,https://app.example.com/mrmi/notify,gau,discovery,"{""history_url"":""https://app.example.com/mrmi/notify""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/image.png,gau,discovery,"{""history_url"":""http://example.com/image.png""}"
2026-05-13T09:40:52.153628798Z,gau,https://malware.example.com/payload,gau,discovery,"{""history_url"":""https://malware.example.com/payload""}"
2026-05-13T09:40:52.153628798Z,gau,http://fallback.example.com/v1,gau,discovery,"{""history_url"":""http://fallback.example.com/v1""}"
2026-05-13T09:40:52.153628798Z,gau,http://piwigo.example.com/,gau,discovery,"{""history_url"":""http://piwigo.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,http://www.example.com/welcome.htm,gau,discovery,"{""history_url"":""http://www.example.com/welcome.htm""}"
2026-05-13T09:40:52.153628798Z,gau,https://www.example.com/my_product/info.html0,gau,discovery,"{""history_url"":""https://www.example.com/my_product/info.html0""}"
2026-05-13T09:40:52.153628798Z,gau,https://settle.example.com/handle/asset-abc123,gau,discovery,"{""history_url"":""https://settle.example.com/handle/asset-abc123""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/board.jpg,gau,discovery,"{""history_url"":""https://example.com/board.jpg""}"
2026-05-13T09:40:52.153628798Z,gau,https://x.example.com/Set-Cookie,gau,discovery,"{""history_url"":""https://x.example.com/Set-Cookie""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/sbom.cdx.json,gau,discovery,"{""history_url"":""https://example.com/sbom.cdx.json""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/file2,gau,discovery,"{""history_url"":""https://example.com/file2""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/jpeg,gau,discovery,"{""history_url"":""https://example.com/jpeg""}"
2026-05-13T09:40:52.153628798Z,gau,https://gfs.example.com,gau,discovery,"{""history_url"":""https://gfs.example.com""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/movies.json,gau,discovery,"{""history_url"":""http://example.com/movies.json""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/blah.tar.gz,gau,discovery,"{""history_url"":""https://example.com/blah.tar.gz""}"
2026-05-13T09:40:52.153628798Z,gau,https://pssecure-update.example.com/,gau,discovery,"{""history_url"":""https://pssecure-update.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,https://i-access-api.example.com/,gau,discovery,"{""history_url"":""https://i-access-api.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,https://verify-login.example.com/,gau,discovery,"{""history_url"":""https://verify-login.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/customers,gau,discovery,"{""history_url"":""http://example.com/customers""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/CTRLHostDaemon,gau,discovery,"{""history_url"":""https://example.com/CTRLHostDaemon""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/abc,gau,discovery,"{""history_url"":""http://example.com/abc""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/discovery,gau,discovery,"{""history_url"":""http://example.com/discovery""}"
2026-05-13T09:40:52.153628798Z,gau,https://registry.example.com/manifest.js,gau,discovery,"{""history_url"":""https://registry.example.com/manifest.js""}"
2026-05-13T09:40:52.153628798Z,gau,http://attacker.example.com,gau,discovery,"{""history_url"":""http://attacker.example.com""}"
2026-05-13T09:40:52.153628798Z,gau,https://registry.example.com/sdk/telemetry,gau,discovery,"{""history_url"":""https://registry.example.com/sdk/telemetry""}"
2026-05-13T09:40:52.153628798Z,gau,https://telemetry.example.com/api/v1/dep,gau,discovery,"{""history_url"":""https://telemetry.example.com/api/v1/dep""}"
2026-05-13T09:40:52.153628798Z,gau,https://registry.example.com/sdk/telemetry/collect,gau,discovery,"{""history_url"":""https://registry.example.com/sdk/telemetry/collect""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/order,gau,discovery,"{""history_url"":""https://example.com/order""}"
2026-05-13T09:40:52.153628798Z,gau,https://registration.example.com/j/G79NO1SOTN,gau,discovery,"{""history_url"":""https://registration.example.com/j/G79NO1SOTN""}"
2026-05-13T09:40:52.153628798Z,gau,https://registration.example.com/,gau,discovery,"{""history_url"":""https://registration.example.com/""}"
